用户名,性别,IP地址,评论内容
ST218,保密,北京,耳机孔真是绷不住了
羽光仙,男,北京,终于能2k60帧了么[给心心]
asubaEE,保密,中国香港,该飘移还是要漂移的，不漂移怎么知道你用的是switch joy-con，当然该买还是要买~希望性能上有大提升~
结冰肥宅,男,广东,护航大作是什么
QQ乃乃好吃到咩噗糖,保密,河北,动森新作是不是要等到26年了啊 期待期待[星星眼]
CR400BF-5032,保密,波兰,这是什么东西
芥子符,保密,浙江,@YUEの建築生活
哈伦哥斯堡的哈老五,保密,河北,等一个OLED
让風繼續吹,女,北京,看其他方面有没有创新吧，只是外观变变，然后多个红外鼠标的功能，变换不大。像之前换代的时候硬件变化都挺有惊喜的。不过有之前褒姒的教训，那不变就算了吧，性能多提升点也行。游戏总能帧率高点吧，这玩意儿要战未来十年的，现在勉强够用可不行
寻花载酒_,男,江苏,感觉一般，便携转接头没有，充电器大小也不知道有没有改，游戏也没有新的。完全可以等后续版本的机器然后平替。
兆森_,男,广东,价格？画质？刷新率？性能？
LeoRance,男,北京,希望能有纯黑或者纯白配色，这个红蓝点缀有点…
神奇de大手子,保密,四川,有点烂
侏罗纪公园1997,保密,浙江,丑，还是原来的好看
模电打不过大物,保密,吉林,这大黑边
中二的小历历,男,马来西亚,听说switch2有鼠标功能。。是真的吗?打fps无压力了[doge]
你喝过开水吗,保密,江苏,期待一手护航4399小游戏
鱿鱿玉玉,男,江苏,等一个ns ultra[脱单doge]
脉子,女,辽宁,动森续作啥时候出啊 出就买限定ns2了
任索合一,保密,湖南,性能如何呢？这个才是关键
超絕最可愛二乃醬,女,广东,预计卖多少钱啊
Raymondinsh,保密,江苏,手柄像老鼠在地上爬
捉奸特派员,男,江苏,多少钱
_Taxol,男,湖北,任deck？
海拉鲁松果ovo,女,荷兰,机子无所谓，等游戏
拜薪,保密,山东,我有点好奇，这个磁吸怎样保证手柄不容易脱落呢？
海盐蜜桃汁,保密,福建,......还是抱紧我的oled版吧
湖北樱满集,男,湖北,这性能跑ps4的游戏到底能不能行啊......
6690星系电极,保密,黑龙江,得多少钱啊[笑哭]
大浪行天,保密,内蒙古,万一护航大作是原神，乐子大了[吃瓜]
格达活佛,保密,广东,一般。。
笙戈喻,保密,山西,我的吃灰一年了[笑哭]
落日下的秋神,保密,四川,发布后国内多久能买到？
在下是饭,男,江苏,再不公布都已经快没了[doge]
林易i,女,江西,[某科学的超电磁炮T_幸福]
尊尼获加0,保密,四川,没啥大的改动啊
黎明的慧星_,男,四川,额。。。。。无语了
躺平的快乐人生-,保密,未知IP,这芯片有没有m4水平？
家辉Rex,保密,广东,等一波限定机
重生三合城-w仓鼠,男,河南,想问下谁知道视频里的马车是哪个地图？是马车8的没是没见过的图？（云玩家退开）
吃瓜用户233,男,吉林,新机子都要出了，节奏天国还是没啥消息｡ﾟ(ﾟ´Д｀)ﾟ｡
我家猫会后空翻啊,男,山东,屏幕呢？！
鲸年骨落,保密,安徽,等出来就买Switch一代，不得便宜死
吃素的胖子c,保密,浙江,"我测，我让买的1破解，2就出了
我佛了"
很好看就很烦,保密,北京,还是先led吗[微笑]
暖心男神小杰,女,江苏,强的一批   主机性能已经跟ps4一样了  这下是真能在switch2上玩3a了
热情终会燃尽,男,日本,2代这logo怎么有点随意啊
游走走。,保密,广东,我对他这个手柄当鼠标用手感好不好持怀疑态度
热情终会燃尽,男,日本,见证史
茁壮的单倍体,保密,日本,这个纯黑配色是认真的吗[笑哭]
缓步,保密,浙江,这个手柄接口很慌啊
迦勒底土皇帝,保密,北京,我想问一下，以后再出的新游戏卡带是只适配ns2了吗，我这个ns lite还能不能玩？
汪不胖,保密,浙江,有什么区别？
莎莉叶,保密,辽宁,等怪物猎人新作出了再买[毛玉牛乳表情包_kksk]
牢城理,男,河南,这代机能这么强，我都不知道到时候能有多爽
白林67656,保密,浙江,完美形态了是吧，改了跟没改似的[doge_金箍]
花见少,保密,江苏,之前都说ns性能无所谓，我看谁抢的有种
爱玩又爱闹の胤酱,保密,湖南,pdd来点作用啊，国家补贴会出手吗[大哭]
homuramadokad,保密,中国香港,如果switch 2是 Lcd屏 我就買了
FixGlow,男,湖北,我觉得老任也急，不是为了玩老任第一方，想玩第三方的买个steamdeck不就行了，非按着ns2干嘛呢
acrosz,保密,上海,首发护航大作： Switch 模拟器！
光蓝效应,保密,甘肃,首发全阵容不是全高清重置的1代游戏吧[吃瓜]这个打屁股的音效真的难绷
minizek,保密,安徽,看到这个大黑边难道又要卖一次ns2oled
handshakered,男,湖南,特想知道手柄兼不兼容[笑哭]
alexgaolao,保密,广东,又是大黑边，就不能直接上led屏幕？
weissyamit,保密,广西,"有的人还是不明白这手柄接口这凹凸设计
充电接口能掰坏？
我可以说凹凸设计，你不专门拆了手柄去调戏那片插片，你插拔八年都不会坏！
我说的"
Toerr_,保密,四川,还是两代一变啊
Etherandir,保密,浙江,感觉设计理念没有大的变化，缺少了点惊喜
AIR_YEAH,保密,广东,机器本身没什么惊艳的点，看护航作的水平了[笑哭]
彩风龙,男,福建,我怕手柄这插板会被搞坏了[tv_思考]
24kkkki,保密,贵州,太好了终于可以不用电子垃圾了[OK]
四月一日的愿望,男,重庆,再过两年买正合适，黄牛先炒一年多
尝尽世间殉烂,男,安徽,等价格正常，3k左右立马买，先等大狸子给我试水[doge_金箍][doge_金箍]
G1Nin,男,广东,有没有lite
圣金饼,保密,浙江,丝之歌会成为护航作之一吗？[星星眼][星星眼][星星眼]
软肋在二次元呢,保密,青海,快把异界锁链端上来吧
愛が足りなかっただね,男,江苏,丑完了，古川就非得出他那lcd屏是吧，nmd基础版用oled是什么很难的事吗？
圣甲虫西西弗斯,保密,未知,我就想问我的1080p60Hz王国之泪在哪里
Etherandir,保密,浙江,能玩4k@120麽[吃瓜]
明月静我心,男,浙江,性能怎么不说
acrosz,保密,上海,最想玩的下一代塞尔达，至少得五年吧[藏狐]  这期间马里奥之类的，看画面之类也没有更新动力啊
做梦下雨的龘鱼,男,河北,Switch要降价了？[微笑][微笑]
十年燐羽P,保密,中国台湾,没啥大变化，这种设计的终点可能就是这个样了吧[思考]
伊藤鬼作大叔,保密,广西,厚那么多，起码性能提升一倍吧。跑个xb2/荒野能60f稳定就行
好耶你又被审核了,保密,广东,NS2没机盖必定会出现大量折断，拭目以待，这手柄设计压根儿就是为了压缩成本，舒适度真的不高。
柒夜听弦,男,四川,可惜藤子的ns了
LidWu,保密,广东,玩任天堂的玩家从不在乎性能[嗑瓜子]
骷鲁飒其一叽咕,男,贵州,兼容switch的卡带？那不得不买了，1080P画质60帧的塞尔达会让我有动力再玩一遍
NineZz_,男,日本,直接买！
水蓝蓝很懒,保密,辽宁,性能呢
三倍苗主任,保密,山东,还是等oled吧……
樱花佐佐木yh,保密,广东,之前看到有些公众号太离谱了，玩家苦等8年都来了[笑哭]
菖蒲匊花,保密,四川,首发会有长续航oled版本吗？
众神之息,男,重庆,还记得去年跟我吵ns现在不需要更新换代的人
南濯蔚,保密,新疆,支援下载版是指什么意思？ns上买的非卡带的游戏也可以在ns2上玩儿？
妹生千惠,男,江苏,和老款没啥不一样啊多个磁吸
丿银叶,男,广东,啊，半个月前刚买的switch，这就发新款啦[大哭]（从未关注过switch2的消息，今天突然刷我脸上了）
超级音理理大王,保密,湖南,有没有懂得告诉我为啥还是720p
暗着来卑鄙,男,山西,省流：大了些。
看着你装bi,男,福建,挤牙膏
喜欢木木枭的Linsdy,女,江苏,还是得看游戏，不过阵容大概不会差
龍井Guderian,男,重庆,我极其先见之明的在24年11月把我的switch出了[笑哭]
黑鱼鱼黑,男,江苏,等个lite
SH26666666,保密,中国香港,塞尔达和王泪能给1080P60了不？不能的话，一点没兴趣新主机。
斐了个格,男,北京,是720p还是1080p🧐
躺霽老蟑,男,北京,new NINTENDO SWITCH LL
littlecelltiger,男,湖北,switch pro max
DHYO,男,湖北,首发价大概多少啊
邪殿,保密,湖南,支持跟ns本地联机吗
富酬者联盟,保密,河北,@拼多多 [嗑瓜子]
智慧女神Aqua,男,辽宁,其他都无所谓，期待一手1080p60帧！
七大罪MAX,保密,河北,坐等百亿补贴
未登錄的圍觀群眾,保密,中国台湾,这么大的团队搬运也投自制啊
凌波丽q,保密,广东,出必买啊，要是屏幕和性能有提升的话，我的nsOLED就可以挂咸鱼了[笑哭]
帕利亚奇,保密,海南,看到最后插电视我是真难绷
咕咕咕鴿雯,保密,浙江,好醜啊⋯⋯
☆缭乱★,男,广西,看来就是普通的性能增强版了，一般
火舰队,保密,江苏,多少钱
垂头猫,男,广东,看测评再决定买不买吧。
小科比肘玛码,男,安徽,吃灰神器
垂头猫,男,广东,变大了
琴簌,男,四川,这个logo是真的潦草，之前爆料还不信[笑哭]
岁映客,保密,山东,能不能用一代以旧换新[doge_金箍][doge_金箍]
Robin165,保密,江苏,今天任天堂的股价就表明了市场态度，一种新鲜事物玩第二次，显摆玩家和很多轻度玩家的换机热情就没那么高了。
妮娅丶海尤达佳,保密,江苏,电子垃圾。ns1我在掌机上赤石，ns2我不会买了，只在模拟器上玩了
我是谷之神,男,河北,是不是有红外了
chaosredrum,保密,福建,售价盲猜349~399美元[doge]
优特科技,保密,广东,现在只能在switch上才能见到这么宽的黑边了，电视都没这么宽
细雪绵绵,男,辽宁,有生之年
星之彩-official,男,内蒙古,好丑啊
猪肉粉干捞,保密,美国,"Nds -> 3ds
Wii -> wiiu
Ns -> ns2
在命名上还不长记性吗 [笑哭]"
Frankxxs,男,云南,"你们都在谈性能参数和游戏阵容
我在想任天堂有没有彻底放弃nnid[微笑]"
道夕_,男,云南,这宣传片对比ps5的真一点提不起劲
三国猛将张懿,保密,广东,护航作是哪一部，有没有告知一下
无敌冬瓜至尊,保密,浙江,目前最希望的就是以后Switch2出的游戏不要向下兼容了，不想被破解够骑脸
ZQ_Journey,保密,广东,祖传黑边框依旧可停航空母舰[捂眼]
yangshikaleqiu,男,北京,66
20岁剑豪变猫娘,男,山东,@Sansyboy233 @flowerdance1110
背負い魔,男,上海,希望能出国行版，我需要国行的配件
J利布洛姆,男,海南,改了下外观设计就敢叫2，所以才不期待续代产品，重新研发一代都比这强
竜与,男,广东,能玩年度游戲嗎？
kira1983,保密,浙江,对掌机用户不友好 2025年还720P
欲与海,男,河北,我的Switch还能战两年，等价格稳定或者OLED 屏幕续航版出了再考虑换[大笑]
云遮不住星,男,安徽,同一个账号能在两台机器上登陆吗？同时在ns和ns2上面登陆？
超级连者,保密,江苏,索尼那边怎么没动静  psv2赶紧公布啊[呲牙]
布菜克先森,保密,浙江,就这？大部分时间都是过渡动画水时间，实际玩法交互上的改变感觉没啥突出的，可以滑动算吗？
南瓜炒田螺,保密,广东,有没有全游戏60帧先，没60玩3d游戏又得晕3d
M-EM-O,保密,江苏,今年就算发售我也会观望到最起码明年，手上switch 还有好多游戏没有玩完[doge]
亚洲首穷,男,贵州,继续30hz
七濑悠月丷,保密,广东,60帧就好了，但是屏更大了还是720不就更糊了吗
账号已注销307415,保密,北京,边框停航母
雷火剣,男,四川,4月2号才公布发布日期，不会圣诞节才开卖吧[吃瓜]
哈哈后,保密,辽宁,ns数字版可以在2上玩不
柒拾贰变,保密,广西,@查克靠近zzZ 要求不高，给我整一台[字少事大][热词系列_呵呵][热词系列_哇酷哇酷][热词系列_好人好抱]
Aqua_Hunter,女,福建,报配置，不是骁龙8gen3我不买
kalamon,保密,江苏,憋了那么不知道硬件提升了多少
萌熊的辣条,保密,湖北,@爱喝美汁源橙汁
WSLSP_207,保密,辽宁,1080P？
Kircerta,保密,加拿大,我的健身环大冒险咋办啊[大哭]
天才大五花,保密,北京,能不能下王者荣耀[胆大党_微笑]
太公望的钓竿,保密,中国香港,nds-3ds-2ds-
最大阿刁老师,男,浙江,如果只是性能增强。任天堂也完了
歼十魔改歼二零,保密,四川,🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵🥵
统计a,保密,贵州,这黑边[笑哭]
仙河绿,保密,辽宁,手柄没有1代眼前一亮的感觉了，看到不改名字就有预感没有大的革新结果还真是…
永远的卡西莫多失去,保密,山东,可不要变成wiiu哦😯
科德蒙奇,保密,湖北,"据说性能等同于ps4
没错，就是10年前那个时而720，时而1080的ps4[doge]"
路过的赛安,保密,重庆,@zaohaji 你看
theretv,保密,北京,缺乏创新，任天堂也不那么革命性了。
mazhenggg,保密,北京,原神可以上了吗
有钱公开哭,保密,天津,入不入首发，主要看他有啥游戏，要是没有想玩的，还不如等后续机型。
管小胆,男,山东,再买一个来吃灰嘛难道
魔女的脚气,保密,河南,目前来看毫无亮点就是个性能加强版
佐仓濑叶,保密,重庆,这次能上原神吗？[doge]
温柔的初兔,女,湖南,可以的[打call][打call][打call]
深蓝音律,男,湖北,我看到另一件事，switch要降价了[星星眼]
亚楠没有眼泪,男,广东,看来这是我买lite的最佳时机[妙啊]
Henrysama,保密,吉林,没有当年switch的惊艳
再见了黑鸟,保密,黑龙江,买，买，买！
咦嘻嘻的魔鸦,男,天津,其实我一直觉得ns的按键有点小，不知道这次2增大一下怎么样
雷火Griffin,保密,中国香港,这短片设计的真好啊
高愣xy,保密,河南,@爆炒符华 我去 先不说ns2 这个宣传片拍的好高级
PonyE,男,广东,想问下数字版也是兼容的是吗
月亮先森_,保密,辽宁,感觉更像半代升级呀，没啥新玩法，希望游戏阵容能打我的脸[鼓掌]
