用户名,性别,评论内容,IP属地
饺子好好吃nya,unknown,switch2可以玩些什么好玩的游戏？（萌新）,中国-江苏
歪比歪比歪比巴卜_,unknown,buybuybuy,未知
飞鸟与江鱼,male,我在思考，这不会又要和企鹅合作搞个国服吧[喜极而泣],中国-安徽
梦雲雨,male,原神怎么还不上？！,中国-浙江
そばにいてくれ_,female,我将卖肾,中国-江西
吃饭的土拨鼠,unknown,好了，安心等三吧。。。,中国-北京
灵魂无可取代,male,7年了，我没有买一代是明智的！,中国-陕西
凉粉草莓冻,unknown,有点丑啊[笑哭],中国-天津
莎士比亚-艮,unknown,问一下，2出了以后1还卖吗？,中国-黑龙江
情緣真姬,male,终于来了[约战4_i了i了][约战4_i了i了][约战4_i了i了],未知
冠位友人君,male,为什么摇杆不做成ps5一样对称,中国-广东
孤寡孤寡孤寡怪,male,所以我想要喷射战士4[难过][难过],中国-安徽
CloudSkyC,unknown,估计四月二号发布会会开启预购，到时候准时开抢！,海外-美国
蛋仔派对猫猫蒜,male,等oled,中国-黑龙江
onionilove,unknown,笑死了当时用人说三月发售。现在四月才正式官宣,海外-加拿大
MUYFm,male,@99hype1ne,中国-浙江
就是这个鸭梨啊,unknown,@嗨氏丶 快看,中国-河南
Ver-gilius,unknown,发布会在我生日[星星眼]狠狠期待,中国-湖南
小鸟游到外婆桥,unknown,如果画质和帧率不变，我就还是switch吧,中国-江苏
翱游者,unknown,无敌了，鼠标模式，可以玩一辈子咯，芜湖！[惊喜][惊喜][惊喜],中国-广东
鞦墨,unknown,所以掌机性能比得过手机吗？,中国-广东
他蜀黍,unknown,好好好，今天晚上还跟我哥在外面的时候看见卖游戏机的，我说之前想买这个游戏机但是屏幕分辨率和性能太拉了，想等新一代，都好多年的机子了还不出新的...什么的。尼玛[笑哭],中国-湖南
残哥威武,unknown,那ns是不是可以降价了,中国-云南
小鸟游到外婆桥,unknown,笑死我了，屏幕这么大还搞黑边,中国-江苏
ditb3,male,那我预测会有switch2lite，还会有switch2oled[doge],中国-上海
ZTOhhhhhh,unknown,如同做梦一般[笑哭],中国-安徽
锈刀再拔不出,unknown,第一，分辨率怎么样？ 第二，这个性能能赶得上ps5Pro吗？,中国-安徽
清风炫影,unknown,哈是大黑边呢😑,中国-安徽
少年期,unknown,很明显就是被曝光逼急了提前放出的“预告”，一个预告两段展示视频中间没有任何过渡，毫无赶工痕迹了属于[笑哭]虽说曝光不好，但任老任确实也挺过分的，一代switch硬是卖了8年不升级性能，甚至我觉得要是没这曝光还能再拖俩月,中国-四川
明日列車,male,感觉变得大变丑了[笑哭],中国-湖南
恋爱脑十万英尺,unknown,2025？[疑惑]任天堂的机器为什么总是慢一代的感觉,中国-四川
Kiss×sis,unknown,看有啥游戏吧,中国-江苏
星云DoDo,female,感觉一点变化都没有,中国-福建
未央OvO,male,没有性能演示还是差点意思,中国-安徽
没有酒的酒神,male,不是，等了这么久就是性能提升了，外观比原来还难看，还是侧边停航母[笑哭]有什么新活吗，总不能江郎才尽了吧,中国-重庆
GuyNathan,unknown,还好我没买oled,海外-美国
一人一城四冠一王朝,unknown,买买买,中国-天津
爱玩原神的二柱子,unknown,性能先过同代旗舰机再说。,中国-甘肃
消失的芥末酱,male,画质提升必然伴随的更大体积和分量，感觉还是让人有点担心啊 快放首发内容吧,中国-上海
冰龙斯,male,[黎歌Neeko_芜湖],未知
空境说书人Faner,unknown,球球了，一定要抢到,海外-日本
xoxisi,male,先别急着买啊[脱单doge]还有马里奥40周年纪念版，还有黄牛首发加价，还有牢任产能不足，还有这黑不溜秋的太丑了[doge],中国-四川
银河热带鱼,male,后续版本性能能到天蝎座就烧高香了,中国-山东
搜索不到该玩家,female,比起机器，更期待护航游戏[大笑],中国-安徽
一点五倍速君,unknown,向下兼容卡带好文明,中国-广东
无人机无人车算法略懂,unknown,创新不足,中国-北京
药顿儿,male,屏幕参数啥样,中国-河南
不素之霸高手,unknown,🤔不知道ns能不能用ns2的底座，这样就可以少放一个底座了,中国-北京
超能力者Bekki,male,终于能玩不掉帧的王泪了,中国-江苏
Labbiiii,unknown,老游戏能720p 60帧我就买账[tv_流汗],中国-北京
M0N3TER,male,被爆料透了个底掉，唯一能称得上新信息的只有4.2这个发布时间了[笑哭],中国-山西
唐人国国王,female,有请switch2国行护航大作原神[原神_交给我吧],中国-湖北
高順灯,male,一看到这黑边顿时觉得我的oled也没什么毛病[大笑],中国-湖北
tao不会弹吉他,male,为啥要把控制器有颜色的地方放在里面啊[笑哭]插进去也看不见啊[笑哭]对调一下颜色多好,中国-广东
SLordVoldemort,male,今年年內，不加價能買到嗎？,中国-北京
山城小律,male,[大哭],中国-重庆
ster影,male,见证历史,中国-重庆
v浮浮沉沉,unknown,就这啊？,中国-河北
高順灯,male,这黑边给我看笑了,中国-湖北
没有昵称的河蟹啊_,male,啊？跟ns有区别吗？[怪我咯],中国-安徽
项上の,male,这接口有点太抽象了吧,中国-山西
如驴薄病,male,一个问题，旷野之息能不能升级成次世代,中国-广东
城中雨央,male,谢谢，一代更香了,中国-上海
明智秀光,unknown,那个插口设计 小朋友玩 暴力插 容易变形[辣眼睛],中国-广东
阡琴沫墨,male,更大了，几乎成平板了,中国-广东
盖欧卡围巾喷水,unknown,感觉新卡带估计和3ds卡带一样顶部横向凸起一部分,海外-英国
兔八弟,unknown,这宣传片果里果气的[脱单doge][吃瓜],未知
专业black客,male,那老款switch会不会降到三位数的价格？（毕竟现在这个二手价比二手的ps4都贵啊）,中国-上海
阴暗耄耋,male,性能往上面提提吧，我什么都会做的,中国-吉林
有紗陽,female,什么时候出新lite版啊！这种砸脸太疼了！[tv_大哭],中国-辽宁
ChemicalMaleGod,unknown,@巍画饼干,中国-北京
空殼類動物,male,感覺黑色設計有點太成熟了，我還是比較喜歡鮮豔點的活力感 到時候如果手制有經典配色的我應該會再買一對,中国-中国香港
沐阳诗轩,male,芜湖～,中国-内蒙古
bili7847552072,unknown,ns游戏能自动提升清晰度和帧数么？留着好多游戏没玩，就等ns2上玩来着,海外-日本
量子元,male,卡槽能通用，存储读写性能估计也就是个机械硬盘水平。性能升级可以说是个顶多Pro加的水平。第1方可能有神优化，第3方的游戏再想上可能得费劲，要不然就得是和switch版的霍格沃兹一个德性。,中国-山东
沙县杀手猫,unknown,我想在ns上玩60帧的塞尔达,中国-江苏
LINK-UL,male,老任家本质还是看游戏，性能的人看似很多结果市场验证销量还是看独占游戏，ns在性能这种巨大debuff下都能1.4亿销量，ns2马车9加新3d马销量直接飞升,中国-云南
xoxisi,male,牢任向下兼容又赢了[笑哭]又可以熬八年等下一个新意,中国-四川
莲华真的太棒了,unknown,好，又要开始跟黄牛斗智斗勇了,中国-江苏
真庾,unknown,以前一直在等2，结果现在我买了也没用了，我电子阳痿，买了只会吃灰,中国-河南
郭子的游戏,male,可能任天堂机器目前为止最流畅的画面是还未发布的 switch2 代预告中的马车演示[doge]我第一次在任天堂相关的视频里看到这么高帧率的的画面[喜极而泣] 不过以任天堂的创意，手柄的鼠标模式绝对能在 one two switch游戏这种玩出花活，比如整个什么桌上足球？或者是扔手柄当冰壶游戏哈哈哈哈哈,未知
堤拉米咪,male,25年最神仙的一年,中国-黑龙江
温室栽培的气氛家,unknown,动森也四年没新作了[doge],中国-浙江
东山熊猫,male,你们有没有发现这个尺寸真的很大啊，玩起来不累吗，如果说这样子不方便携带。。？那不是很奇怪吗。等上了再说吧，我还是挺期待的[鸽物致知],中国-江西
林北你干嘛,male,多少钱？,中国-安徽
阿铁Iron,female,@Geewqet,中国-北京
打字机TypewriteR,unknown,shutf**kup！just take my money！,中国-北京
暮色余晖间,male,NSL[思考],中国-陕西
用户-未注销,unknown,我在意的是护航游戏会是哪款,中国-四川
库巴老魔王,male,快端上来吧！[脱单doge],中国-北京
谈无欲,unknown,能用switch1卡带[抠鼻]那烧录卡应该可以用吧，就不知道有没有什么新游戏,中国-新疆
Cold言曦,female,真的来啦,中国-江苏
月宅Orz,male,预计需要多少钱呢，想买的话，非国行一般去哪里下单？港版可以入吗[明前奶绿爱丽丝表情包_探头],中国-广东
可以不吃9入门玩家,male,性能怎么说，能跑街霸5吗[微笑]，想玩电脑上的游戏但是嫌其他掌机太重了,中国-贵州
E莞米,unknown,1代会不会降价啊,中国-山东
TT--君,male,这个logo是谁设计的？太丑了,中国-浙江
诸君请喝茶,male,看来4月份要去一趟香港了,中国-广东
全一神鸟迦楼罗,unknown,这个左右插感觉容易断啊，而且感觉依旧是那个幽默摇杆很容易漂移，不过十字键不是连体的确实改进了,中国-安徽
KDBonFire,unknown,这下不用买新机子了,中国-广东
四四太可,unknown,价格多少让我死心,中国-江苏
46649djn,unknown,还能拖到4月2号啊,中国-海南
Lemon丶酱,unknown,说实话，没啥惊喜,中国-广东
yatelu,unknown,任地狱的东西 X都知道不能买第一代 狗都知道最少会有4代改装型[doge] 妥妥等无边框版,中国-上海
秋夜殿下,female,主要看有什么好玩的游戏 最好还有能联机的,中国-上海
Minami一号机,unknown,屏幕大了…还能像一代一样揣裤兜里吗[嘉然_吓人],中国-上海
赤团开时花眠房,male,等一波护航作品 马里奥，塞尔达二选一。 原神能上用来做原神启动器也不是不行。,中国-福建
大浪行天,unknown,能上原神不[吃瓜],中国-内蒙古
圈外旅人,unknown,见证历史，任天堂头一次主机迭代,中国-湖北
小灰今天早起没,male,@叽里咕噜爱因斯坦霏,中国-陕西
nick0079,male,被各种爆料也是种无奈了， 和deck差不多的性能，就看独占游戏如何了，,中国-辽宁
隔壁老黄四哥,unknown,SWITCH超大杯[喜极而泣][喜极而泣][喜极而泣][喜极而泣][喜极而泣],中国-广东
坎特雷拉silently,unknown,好一个黑暗大板砖，一代还是阳光开朗红蓝配，二代变成阴郁寡言沉默黑，[超天酱表情包_拳头硬了]要好看点还得是联动限定版[超天酱表情包_谁懂啊]，任地狱大麦[水稻]这方面还是在行的( ´_ゝ｀),中国-福建
hnu_方思琪,male,见证历史,未知
妄想幻想症,unknown,希望能有ps4pro的性能，跑1080P60[滑稽][滑稽][滑稽],中国-山东
Justsusu丶,unknown,任天堂怎么现在才知道ns2长什么样子,中国-广东
阿栋Dingstone,unknown,作为掌机部分还是可以期待的，作为家庭主机，除了靠独占游戏或者链接大屏电视，想不出还有什么理由不用PC玩游戏,中国-山西
furth,male,不说配置性能啊，我看了个啥[笑哭][笑哭],中国-江苏
别问老上茵党了,unknown,赶紧出吧，虽然我不会买首发，但是赶紧出至少还是可以加快溢价减少的速度,中国-浙江
夜泊蓝桥,unknown,switch的卡带能插吗？,中国-广东
桐生凉,unknown,考完研买的一代，这下真49年入国军了😭,中国-江苏
临镜拨弦赋长歌,male,好奇掌机模式分辨率是多少，不能还是720吧,中国-江苏
富士康,male,能不能上gta5[大哭],中国-湖南
孤落寡闻雷英俊,male,看到这大黑边顿时失去了兴趣,中国-福建
diaback,male,意思我可以把一扔了？[吃瓜],中国-江苏
史蒂文耐,unknown,性价比太低了,中国-广西
啾一口小猪咪,female,挺失望的，感觉没什么创新，只是提升了一下性能,中国-内蒙古
Cyber0100,unknown,真有鼠标模式吗？,中国-湖南
骑行路亚,male,只玩斯普拉顿，无感,中国-湖南
方格拉斯,male,不知道这个性能相比手机是多少,中国-广东
青白埃米尔Official,male,没看到什么创新，老任是没话了？,中国-浙江
LeChillin,female,感觉接口会很容易断诶（）,海外-法国
卡特萌,unknown,ns卡带升值了[辣眼睛],中国-广东
XitiFox,unknown,我只知道老任终于舍得升级下性能以迎合更多用户而不是继续吃老本了[辣眼睛]，到时候就看我条件支不支持吧，买得起就入手拿来玩卡比和林克传说,中国-江苏
我永远喜欢新垣绫濑,unknown,这次还能有野炊这种级别的神作护航吗,中国-广东
Mai-桑,male,Switch的目标群体是谁，或者有什么护航大作吗，还是说是因为有挺多家庭游戏作为护航大作的,中国-广西
llxkyyds,unknown,switch2的那个2就不能删掉吗,中国-广东
渴死的鱼t,unknown,家人们 现在1代可以买吗 好像也不贵了就1000多 可以买了1代先玩着 等2代出来卖了换了吗[嗑瓜子],中国-贵州
Pekoo_,unknown,护航大作来点儿有排面的，个人对马里奥赛车完全不感兴趣,中国-北京
猿始博士,unknown,有谁知道ns2用的是LCD还是瞎眼OLED？,中国-海南
SundaeMango,unknown,手柄主色调黑色，那其他的换色手柄不也是黑色基色,中国-湖北
喜欢糖糖和warma,unknown,都爆完了,中国-广东
ハクナ_マタタ,male,[打call],海外-泰国
海拉鲁禁卫军教头林克,male,突然想到王泪可能是为switch2开发的，在switch上是以兼容模式运行，所以效果才这么差,中国-福建
小岛秀夫2016,unknown,繁体中文的预告 明白了,中国-甘肃
好人已被注册,unknown,25年的掌机和22年的本就不以配置见长的steam deck一个配置。。。以前是没掌机，现在越来越多的厂商进军掌机这一行业了老任还是这么摆。反正向下兼容，那就看看一代性能还能撑几年了的，别的非独占掌机游戏还不如用现成的steam deck,中国-江苏
